GroupID,PiecesA,PiecesB,Packings,Islands,MaxEstimatedDiameter,StartStateA,StartStateB,EndStateA,EndStateB,TimeTaken(ms)
1507/11930,3L/2I/2I/2I/0/0,2I90/2I/0/0/3L/2I,2966976,15552,52,1 0 0 0 | 1 1 0 0 | 3 2 4 0 | 3 2 4 0,0 0 6 0 | 1 1 6 0 | 0 2 5 0 | 0 2 5 5,3 0 4 0 | 3 2 4 0 | 1 2 0 0 | 1 1 0 0,0 0 5 0 | 0 2 5 5 | 0 2 6 0 | 1 1 6 0,8497.03875
1506/11930,3L/2I/2I/2I/0/0,0/2I90/2I/0/3L/2I,2966976,17327,75,0 3 1 0 | 0 3 1 1 | 0 0 2 4 | 0 0 2 4,0 0 3 0 | 0 0 3 6 | 5 2 2 6 | 5 5 0 0,1 0 2 0 | 1 1 2 0 | 4 3 0 0 | 4 3 0 0,0 2 2 0 | 0 6 0 0 | 5 6 3 0 | 5 5 3 0,8178.76625
1507/11930,3L/2I/2I/2I/0/0,2I/3L/0/0/2I90/2I,2966976,14437,51,3 0 2 0 | 3 4 2 0 | 1 4 0 0 | 1 1 0 0,0 0 1 0 | 6 0 1 0 | 6 2 5 5 | 0 2 2 0,4 0 2 0 | 4 3 2 0 | 1 3 0 0 | 1 1 0 0,0 0 1 0 | 6 0 1 0 | 6 2 5 5 | 0 2 2 0,8221.573
1507/11930,3L/2I/2I/2I/0/0,2I/2I90/0/0/3L/2I,2966976,15341,65,0 4 0 0 | 3 4 2 0 | 3 1 2 0 | 0 1 1 0,1 0 0 0 | 1 5 0 6 | 0 5 5 6 | 0 0 2 2,0 3 0 0 | 4 3 2 0 | 4 1 2 0 | 0 1 1 0,1 0 0 0 | 1 5 0 6 | 0 5 5 6 | 0 0 2 2,8608.36375
1510/11930,3L/2I/2I/2I/0/0,2I/3I/0/0/2I90/2I,3216672,11130,61,0 0 4 0 | 2 1 4 3 | 2 1 1 3 | 0 0 0 0,2 6 5 5 | 2 6 0 0 | 2 0 1 0 | 0 0 1 0,0 0 3 0 | 2 1 3 4 | 2 1 1 4 | 0 0 0 0,2 6 5 5 | 2 6 0 0 | 2 0 1 0 | 0 0 1 0,9341.758042
1510/11930,3L/2I/2I/2I/0/0,3I/2I/0/0/2I90/2I,3216672,10896,57,3 0 0 0 | 3 2 1 0 | 4 2 1 1 | 4 0 0 0,5 5 6 1 | 0 0 6 1 | 0 2 0 1 | 0 2 0 0,4 0 0 0 | 4 2 1 0 | 3 2 1 1 | 3 0 0 0,5 5 6 1 | 0 0 6 1 | 0 2 0 1 | 0 2 0 0,9288.894334
1509/11930,3L/2I/2I/2I/0/0,3I90/2I90/0/0/2I/2I,2702592,9884,51,0 2 3 0 | 4 2 3 0 | 4 0 1 0 | 0 0 1 1,5 1 1 1 | 5 0 0 0 | 6 2 2 0 | 6 0 0 0,0 2 4 0 | 3 2 4 0 | 3 0 1 0 | 0 0 1 1,5 1 1 1 | 5 0 0 0 | 6 2 2 0 | 6 0 0 0,7959.883375
1511/11930,3L/2I/2I/2I/0/0,0/2I/2I/0/3L270/2I,3370896,13579,70,0 0 0 0 | 3 0 2 0 | 3 1 2 4 | 0 1 1 4,0 0 5 5 | 0 2 5 6 | 0 2 3 6 | 0 0 3 0,0 0 0 0 | 4 3 0 2 | 4 3 1 2 | 0 0 1 1,0 5 5 0 | 0 5 2 0 | 0 6 2 3 | 0 6 0 3,9757.4465
1510/11929,3L/2I/2I/2I/0/0,0/2I90/2I/0/2I90/2I,6661008,9930,53,0 2 0 0 | 1 2 0 4 | 1 1 3 4 | 0 0 3 0,2 2 5 5 | 0 0 3 0 | 0 0 3 6 | 0 0 0 6,0 0 0 4 | 3 0 1 4 | 3 2 1 1 | 0 2 0 0,3 0 0 0 | 3 0 5 5 | 2 2 6 0 | 0 0 6 0,22751.802125
1511/11930,3L/2I/2I/2I/0/0,2I/2I/0/0/2I90/2I90,6661008,9177,55,0 4 0 0 | 0 4 1 0 | 2 3 1 1 | 2 3 0 0,0 1 0 0 | 0 1 5 5 | 0 2 6 6 | 0 2 0 0,0 3 0 0 | 0 3 1 0 | 2 4 1 1 | 2 4 0 0,0 1 0 0 | 0 1 6 6 | 0 2 5 5 | 0 2 0 0,22696.858667
1512/11930,3L/2I/2I/2I/0/0,0/2I/2I/0/3L90/2I,3370896,13417,68,0 1 0 2 | 0 1 1 2 | 0 0 3 4 | 0 0 3 4,0 0 0 5 | 6 2 5 5 | 6 2 0 3 | 0 0 0 3,0 0 2 0 | 0 1 2 0 | 3 1 1 4 | 3 0 0 4,0 0 5 0 | 2 5 5 6 | 2 3 0 6 | 0 3 0 0,10092.800833
1511/11929,3L/2I/2I/2I/0/0,2I/3L270/0/0/2I/2I,3370896,12526,54,2 0 4 0 | 2 1 4 3 | 0 1 1 3 | 0 0 0 0,0 0 0 0 | 2 2 0 5 | 2 6 1 5 | 0 6 1 0,2 0 3 0 | 2 1 3 4 | 0 1 1 4 | 0 0 0 0,0 0 0 0 | 2 2 0 6 | 2 5 1 6 | 0 5 1 0,10188.373208
1510/11929,3L/2I/2I/2I/0/0,0/2I90/2I90/0/2I/2I,6661008,8664,85,0 2 0 4 | 0 2 1 4 | 0 3 1 1 | 0 3 0 0,5 0 0 0 | 5 2 2 0 | 6 0 0 0 | 6 3 3 0,0 2 0 4 | 0 2 1 4 | 0 3 1 1 | 0 3 0 0,6 0 0 0 | 6 2 2 0 | 5 0 0 0 | 5 3 3 0,22186.119125
1512/11930,3L/2I/2I/2I/0/0,0/2I/2I/0/3L180/2I,3370896,13731,87,0 0 1 0 | 2 4 1 1 | 2 4 3 0 | 0 0 3 0,0 0 2 0 | 0 0 2 6 | 3 5 5 6 | 3 0 5 0,0 1 0 3 | 4 1 1 3 | 4 2 0 0 | 0 2 0 0,0 3 0 0 | 0 3 6 2 | 5 5 6 2 | 0 5 0 0,9735.593583
1511/11930,3L/2I/2I/2I/0/0,2I90/2I90/0/0/2I/2I,6661008,8747,53,0 1 0 0 | 4 1 1 0 | 4 3 0 2 | 0 3 0 2,6 5 1 1 | 6 5 0 0 | 2 2 0 0 | 0 0 0 0,0 1 0 0 | 3 1 1 0 | 3 4 0 2 | 0 4 0 2,6 5 1 1 | 6 5 0 0 | 2 2 0 0 | 0 0 0 0,22710.870875
1510/11930,3L/2I/2I/2I/0/0,0/2I/2I/0/2I90/2I90,6661008,9433,67,3 0 0 0 | 3 4 2 0 | 1 4 2 0 | 1 1 0 0,0 2 0 0 | 0 2 5 5 | 0 3 6 6 | 0 3 0 0,3 0 0 0 | 3 4 2 0 | 1 4 2 0 | 1 1 0 0,0 2 0 0 | 0 2 6 6 | 0 3 5 5 | 0 3 0 0,22226.969083
1511/11930,3L/2I/2I/2I/0/0,2I/2I/0/0/3L270/2I,3370896,12848,65,0 2 0 0 | 4 2 0 3 | 4 1 0 3 | 0 1 1 0,0 0 6 0 | 2 0 6 0 | 2 5 5 1 | 0 5 0 1,0 2 0 0 | 3 2 0 4 | 3 1 0 4 | 0 1 1 0,0 0 6 0 | 2 0 6 0 | 2 5 5 1 | 0 5 0 1,9787.033791
1512/11929,3L/2I/2I/2I/0/0,3L90/2I/0/0/2I/2I,3370896,12453,51,0 1 0 2 | 0 1 1 2 | 0 3 4 0 | 0 3 4 0,0 0 0 1 | 0 2 1 1 | 0 2 6 5 | 0 0 6 5,0 1 0 2 | 0 1 1 2 | 0 4 3 0 | 0 4 3 0,0 0 0 1 | 0 2 1 1 | 0 2 5 6 | 0 0 5 6,10589.587042
1512/11930,3L/2I/2I/2I/0/0,2I/2I/0/0/3L90/2I,3370896,12985,53,3 0 2 0 | 3 4 2 0 | 1 4 0 0 | 1 1 0 0,0 0 1 0 | 6 0 1 5 | 6 2 5 5 | 0 2 0 0,4 0 2 0 | 4 3 2 0 | 1 3 0 0 | 1 1 0 0,0 0 1 0 | 6 0 1 5 | 6 2 5 5 | 0 2 0 0,9858.684792
1512/11930,3L/2I/2I/2I/0/0,2I/3L180/0/0/2I/2I,3370896,12576,52,3 1 0 0 | 3 1 1 0 | 4 0 2 0 | 4 0 2 0,0 0 5 1 | 2 2 5 1 | 0 2 6 0 | 0 0 6 0,3 1 0 0 | 3 1 1 0 | 4 0 2 0 | 4 0 2 0,0 0 6 1 | 2 2 6 1 | 0 2 5 0 | 0 0 5 0,10342.800917
1512/11930,3L/2I/2I/2I/0/0,2I/2I/0/0/3L180/2I,3370896,12883,64,0 3 0 0 | 4 3 1 0 | 4 2 1 1 | 0 2 0 0,0 1 0 0 | 0 1 0 0 | 6 5 5 2 | 6 0 5 2,0 4 0 0 | 3 4 1 0 | 3 2 1 1 | 0 2 0 0,0 1 0 0 | 0 1 0 0 | 6 5 5 2 | 6 0 5 2,9769.004292
1567/11930,3I/2I/2I/2I/0/0,2I90/3L/0/0/2I90/2I90,3965760,12395,51,0 0 0 1 | 4 0 2 1 | 4 3 2 1 | 0 3 0 0,0 0 2 0 | 0 0 2 2 | 0 1 1 0 | 6 6 5 5,0 0 0 1 | 4 0 2 1 | 4 3 2 1 | 0 3 0 0,0 0 2 0 | 0 0 2 2 | 0 1 1 0 | 5 5 6 6,12360.409291
1594/11930,3I/2I/2I/2I/0/0,3I/2I/0/0/3L/2I,1464480,14578,51,0 0 0 3 | 0 1 0 3 | 0 1 2 4 | 0 1 2 4,0 5 0 0 | 6 5 5 1 | 6 2 0 1 | 0 2 0 1,0 0 0 4 | 0 1 0 4 | 0 1 2 3 | 0 1 2 3,0 5 0 0 | 6 5 5 1 | 6 2 0 1 | 0 2 0 1,3935.899584
1604/11930,2I90/2I/2I/2I/0/0,2I90/3L270/0/0/3L/2I90,2348352,16520,51,2 0 0 3 | 2 0 0 3 | 0 1 1 4 | 0 0 0 4,0 0 5 0 | 2 2 5 5 | 2 1 1 0 | 6 6 0 0,2 0 0 4 | 2 0 0 4 | 0 1 1 3 | 0 0 0 3,0 0 5 0 | 2 2 5 5 | 2 1 1 0 | 6 6 0 0,6455.357917
1605/11930,2I90/2I/2I/2I/0/0,3L180/2I90/0/0/3L/2I90,3125952,15473,54,0 4 0 0 | 2 4 1 1 | 2 3 0 0 | 0 3 0 0,0 0 2 2 | 5 1 1 0 | 5 5 1 0 | 0 6 6 0,0 3 0 0 | 2 3 1 1 | 2 4 0 0 | 0 4 0 0,0 0 2 2 | 5 1 1 0 | 5 5 1 0 | 0 6 6 0,9815.995375
1604/11930,2I90/2I/2I/2I/0/0,0/3L180/2I90/0/3L/2I90,3125952,14540,56,0 2 0 0 | 0 2 3 0 | 4 0 3 0 | 4 1 1 0,0 2 2 0 | 6 6 2 0 | 0 5 3 3 | 0 5 5 0,0 0 3 4 | 0 0 3 4 | 2 1 1 0 | 2 0 0 0,5 0 0 0 | 5 5 3 3 | 2 2 6 6 | 0 2 0 0,9337.769916
1604/11929,2I90/2I/2I/2I/0/0,2I90/3L180/0/0/3L/2I90,3125952,15684,57,0 0 0 0 | 3 1 1 4 | 3 0 2 4 | 0 0 2 0,0 0 0 0 | 5 2 2 0 | 5 5 2 0 | 6 6 1 1,0 0 0 0 | 4 1 1 3 | 4 0 2 3 | 0 0 2 0,0 0 0 0 | 5 2 2 0 | 5 5 2 0 | 6 6 1 1,9554.780208
1605/11930,2I90/2I/2I/2I/0/0,0/2I90/2I90/0/3L90/3L,2581632,18040,62,0 0 0 3 | 1 1 2 3 | 0 4 2 0 | 0 4 0 0,0 0 3 3 | 6 2 2 5 | 6 6 5 5 | 0 0 0 0,0 0 0 2 | 1 1 3 2 | 0 4 3 0 | 0 4 0 0,0 0 2 2 | 6 3 3 5 | 6 6 5 5 | 0 0 0 0,7184.140416
1604/11930,2I90/2I/2I/2I/0/0,0/3L180/3L/0/2I90/2I90,3125952,13654,53,0 0 0 2 | 1 1 3 2 | 0 4 3 0 | 0 4 0 0,5 5 0 0 | 0 3 2 2 | 0 3 3 2 | 0 0 6 6,0 0 0 2 | 1 1 3 2 | 0 4 3 0 | 0 4 0 0,6 6 0 0 | 0 3 2 2 | 0 3 3 2 | 0 0 5 5,9550.350125
1607/11930,2I90/2I/2I/2I/0/0,0/3L/2I90/0/3I90/2I90,2636064,17298,62,1 1 3 0 | 0 0 3 0 | 0 4 2 0 | 0 4 2 0,5 5 5 0 | 0 0 3 3 | 0 2 6 6 | 0 2 2 0,0 0 3 0 | 0 0 3 0 | 4 2 1 1 | 4 2 0 0,5 5 5 0 | 6 6 3 3 | 2 0 0 0 | 2 2 0 0,7609.851125
1606/11930,2I90/2I/2I/2I/0/0,0/3L/3L/0/2I90/2I90,2348352,14734,57,0 0 0 2 | 1 1 3 2 | 0 4 3 0 | 0 4 0 0,6 6 2 0 | 0 3 2 2 | 0 3 3 0 | 0 5 5 0,0 0 0 2 | 1 1 3 2 | 0 4 3 0 | 0 4 0 0,5 5 2 0 | 0 3 2 2 | 0 3 3 0 | 0 6 6 0,6748.670667
1607/11930,2I90/2I/2I/2I/0/0,0/3L/3I90/0/2I90/2I90,2636064,13575,57,3 0 4 0 | 3 2 4 0 | 0 2 0 0 | 0 1 1 0,3 3 3 0 | 0 2 0 0 | 0 2 2 0 | 5 5 6 6,3 0 4 0 | 3 2 4 0 | 0 2 0 0 | 0 1 1 0,3 3 3 0 | 0 2 0 0 | 0 2 2 0 | 6 6 5 5,7741.474125
1613/11930,2I90/2I/2I/2I/0/0,0/3L/2I90/0/2I90/2I90,7138368,8730,54,0 0 0 0 | 0 2 0 0 | 4 2 0 3 | 4 1 1 3,5 5 6 6 | 0 3 3 0 | 0 0 2 0 | 0 0 2 2,0 0 0 0 | 0 2 0 0 | 4 2 0 3 | 4 1 1 3,6 6 5 5 | 0 3 3 0 | 0 0 2 0 | 0 0 2 2,24997.637209
1612/11929,2I90/2I/2I/2I/0/0,0/2I90/2I90/0/3L/2I90,7138368,8888,61,4 0 2 0 | 4 3 2 0 | 0 3 0 0 | 0 1 1 0,2 2 0 0 | 3 3 5 0 | 6 6 5 5 | 0 0 0 0,4 0 0 0 | 4 3 1 1 | 0 3 0 2 | 0 0 0 2,6 6 5 0 | 3 3 5 5 | 0 2 2 0 | 0 0 0 0,23975.422875
1613/11930,2I90/2I/2I/2I/0/0,2I90/3L/0/0/2I90/2I90,7138368,9761,65,0 0 0 0 | 4 0 2 3 | 4 0 2 3 | 1 1 0 0,0 0 0 0 | 5 5 0 0 | 2 1 1 0 | 2 2 6 6,0 0 0 0 | 3 0 2 4 | 3 0 2 4 | 1 1 0 0,0 0 0 0 | 6 6 0 0 | 2 1 1 0 | 2 2 5 5,24705.6735
1613/11930,2I90/2I/2I/2I/0/0,2I90/2I90/0/0/3L/2I90,7138368,9575,56,4 1 1 0 | 4 0 0 0 | 3 2 0 0 | 3 2 0 0,0 0 0 0 | 1 1 2 2 | 0 5 6 6 | 0 5 5 0,3 1 1 0 | 3 0 0 0 | 4 2 0 0 | 4 2 0 0,0 0 0 0 | 1 1 2 2 | 0 5 6 6 | 0 5 5 0,23594.393292
1616/11930,2I90/2I/2I/2I/0/0,0/3L180/3L/0/2I90/2I,2776032,15589,56,3 1 1 0 | 3 0 0 0 | 0 0 2 4 | 0 0 2 4,0 6 0 0 | 0 6 2 2 | 3 5 5 2 | 3 3 0 0,0 0 3 0 | 0 4 3 0 | 0 4 2 0 | 1 1 2 0,0 5 5 0 | 6 0 2 2 | 6 0 3 2 | 0 0 3 3,8506.209041
1617/11930,2I90/2I/2I/2I/0/0,2I90/3L180/0/0/3L/2I,2776032,19226,53,0 0 0 3 | 2 1 1 3 | 2 0 0 4 | 0 0 0 4,0 1 1 0 | 2 2 0 0 | 6 2 5 0 | 6 0 5 5,0 4 2 0 | 3 4 2 0 | 3 0 0 0 | 1 1 0 0,0 5 2 2 | 0 5 5 2 | 1 1 6 0 | 0 0 6 0,7875.04175
1615/11930,2I90/2I/2I/2I/0/0,2I/3L270/0/0/3L/2I90,2130624,20530,53,0 0 2 0 | 4 0 2 3 | 4 0 0 3 | 0 0 1 1,0 2 2 0 | 5 2 1 0 | 5 5 1 0 | 0 6 6 0,0 0 2 0 | 3 0 2 4 | 3 0 0 4 | 0 0 1 1,0 2 2 0 | 5 2 1 0 | 5 5 1 0 | 0 6 6 0,5674.615792
1617/11930,2I90/2I/2I/2I/0/0,3L180/2I90/0/0/3L/2I,2776032,18619,62,4 0 1 1 | 4 2 3 0 | 0 2 3 0 | 0 0 0 0,0 0 1 1 | 6 2 2 1 | 6 5 0 0 | 0 5 5 0,3 0 1 1 | 3 2 0 0 | 4 2 0 0 | 4 0 0 0,0 0 1 1 | 5 2 2 1 | 5 5 6 0 | 0 0 6 0,8119.154084
1619/11929,2I90/2I/2I/2I/0/0,2I90/3L/0/0/3L/2I,2060640,20252,57,1 1 0 4 | 0 0 2 4 | 0 0 2 3 | 0 0 0 3,1 1 2 0 | 0 6 2 2 | 0 6 5 0 | 0 0 5 5,1 1 0 3 | 0 0 2 3 | 0 0 2 4 | 0 0 0 4,1 1 2 0 | 0 6 2 2 | 0 6 5 0 | 0 0 5 5,5705.875375
1615/11930,2I90/2I/2I/2I/0/0,2I90/3L270/0/0/3L/2I,2130624,20821,56,0 0 0 0 | 1 1 0 2 | 0 3 4 2 | 0 3 4 0,0 2 2 0 | 5 2 1 1 | 5 5 0 6 | 0 0 0 6,0 0 0 0 | 1 1 0 2 | 0 4 3 2 | 0 4 3 0,0 2 2 0 | 5 2 1 1 | 5 5 0 6 | 0 0 0 6,5817.841959
1615/11930,2I90/2I/2I/2I/0/0,0/3L270/3L/0/2I90/2I,2130624,15850,56,0 2 0 0 | 0 2 0 0 | 4 0 0 3 | 4 1 1 3,2 2 0 0 | 2 5 5 6 | 0 0 3 6 | 0 0 3 3,4 1 1 2 | 4 0 0 2 | 0 3 0 0 | 0 3 0 0,0 0 2 2 | 0 0 2 6 | 3 5 5 6 | 3 3 0 0,5786.901208
1616/11930,2I90/2I/2I/2I/0/0,0/3L180/2I90/0/3L/2I,2776032,17914,63,2 0 0 0 | 2 1 1 0 | 0 3 4 0 | 0 3 4 0,2 2 0 0 | 0 2 0 6 | 5 3 3 6 | 5 5 0 0,0 3 0 0 | 2 3 1 1 | 2 0 4 0 | 0 0 4 0,0 3 3 0 | 2 2 0 0 | 6 2 5 0 | 6 0 5 5,8246.69975
1620/11930,2I90/2I/2I/2I/0/0,3L/2I90/0/0/3L/2I,2060640,19851,55,0 2 0 0 | 4 2 0 0 | 4 3 0 0 | 0 3 1 1,0 0 1 0 | 0 0 1 1 | 5 2 2 6 | 5 5 0 6,0 2 0 0 | 3 2 0 0 | 3 4 0 0 | 0 4 1 1,0 0 1 0 | 0 0 1 1 | 5 2 2 6 | 5 5 0 6,5508.444375
1617/11930,2I90/2I/2I/2I/0/0,3L180/3L/0/0/2I90/2I,2776032,16751,57,1 1 0 0 | 3 0 2 0 | 3 4 2 0 | 0 4 0 0,0 1 1 0 | 0 2 1 6 | 0 2 2 6 | 0 5 5 0,1 1 0 0 | 4 0 2 0 | 4 3 2 0 | 0 3 0 0,0 1 1 0 | 0 2 1 6 | 0 2 2 6 | 0 5 5 0,7702.2415
1617/11930,2I90/2I/2I/2I/0/0,3L180/2I/0/0/3L/2I90,2776032,18992,51,0 0 1 1 | 2 0 0 0 | 2 3 4 0 | 0 3 4 0,6 6 1 1 | 0 2 5 1 | 0 2 5 5 | 0 0 0 0,0 0 2 3 | 0 0 2 3 | 0 1 1 4 | 0 0 0 4,0 5 0 2 | 0 5 5 2 | 0 1 1 0 | 6 6 1 0,7792.602666
1618/11930,2I90/2I/2I/2I/0/0,3L90/2I90/0/0/3L/2I,2130624,19982,57,0 0 2 0 | 0 3 2 4 | 0 3 0 4 | 1 1 0 0,5 0 0 0 | 5 5 2 2 | 0 0 1 6 | 0 1 1 6,0 0 2 0 | 0 4 2 3 | 0 4 0 3 | 1 1 0 0,5 0 0 0 | 5 5 2 2 | 0 0 1 6 | 0 1 1 6,6108.828292
1619/11929,2I90/2I/2I/2I/0/0,3L/2I/0/0/3L/2I90,2060640,20085,61,0 0 0 0 | 3 0 1 1 | 3 0 2 4 | 0 0 2 4,5 0 2 0 | 5 5 2 0 | 0 1 6 6 | 0 1 1 0,0 0 0 0 | 4 0 1 1 | 4 0 2 3 | 0 0 2 3,5 0 2 0 | 5 5 2 0 | 0 1 6 6 | 0 1 1 0,5721.121458
1622/11930,2I90/2I/2I/2I/0/0,3I90/3L/0/0/2I90/2I,2449440,12011,63,0 0 0 4 | 0 0 2 4 | 1 1 2 3 | 0 0 0 3,0 0 0 0 | 6 2 5 5 | 6 2 2 0 | 1 1 1 0,0 0 0 3 | 0 0 2 3 | 1 1 2 4 | 0 0 0 4,0 0 0 0 | 6 2 5 5 | 6 2 2 0 | 1 1 1 0,7172.378125
1620/11930,2I90/2I/2I/2I/0/0,3L/3L/0/0/2I90/2I,2060640,16616,51,1 1 0 2 | 0 0 0 2 | 0 4 3 0 | 0 4 3 0,1 0 2 0 | 1 1 2 2 | 0 5 5 6 | 0 0 0 6,0 0 0 2 | 4 0 0 2 | 4 1 1 3 | 0 0 0 3,0 0 2 0 | 5 5 2 2 | 6 1 0 0 | 6 1 1 0,5660.808333
1625/11929,2I90/2I/2I/2I/0/0,3L/2I90/0/0/3I/2I,2449440,15835,51,0 1 1 0 | 3 0 2 0 | 3 4 2 0 | 0 4 0 0,0 1 0 0 | 5 1 1 6 | 5 0 0 6 | 5 0 2 2,0 1 1 0 | 4 0 2 0 | 4 3 2 0 | 0 3 0 0,0 1 0 0 | 5 1 1 6 | 5 0 0 6 | 5 0 2 2,6872.313708
1629/11929,2I90/2I/2I/2I/0/0,0/2I90/2I/0/3L/2I90,6283008,13467,55,0 1 1 0 | 0 0 2 0 | 3 0 2 4 | 3 0 0 4,0 3 0 0 | 0 3 5 0 | 0 0 5 5 | 6 6 2 2,2 0 4 0 | 2 0 4 0 | 1 1 3 0 | 0 0 3 0,0 0 0 3 | 0 0 0 3 | 2 2 5 0 | 6 6 5 5,20400.833916
1630/11930,2I90/2I/2I/2I/0/0,0/3L/2I/0/2I90/2I90,6283008,13659,68,0 2 0 0 | 0 2 0 4 | 1 1 3 4 | 0 0 3 0,0 0 0 0 | 6 6 0 3 | 2 0 0 3 | 2 2 5 5,0 2 0 0 | 0 2 0 4 | 1 1 3 4 | 0 0 3 0,0 5 5 0 | 0 0 0 3 | 2 0 0 3 | 2 2 6 6,21016.397083
1630/11930,2I90/2I/2I/2I/0/0,2I/2I90/0/0/3L/2I90,6283008,14418,54,0 1 1 0 | 0 2 0 0 | 3 2 4 0 | 3 0 4 0,1 0 0 0 | 1 5 6 6 | 0 5 5 0 | 0 0 2 2,0 1 1 0 | 0 2 0 0 | 4 2 3 0 | 4 0 3 0,1 0 0 0 | 1 5 6 6 | 0 5 5 0 | 0 0 2 2,19674.757292
1630/11930,2I90/2I/2I/2I/0/0,2I90/2I/0/0/3L/2I90,6283008,14458,59,0 0 0 3 | 0 1 1 3 | 0 0 2 4 | 0 0 2 4,0 0 0 0 | 5 0 2 0 | 5 5 2 0 | 6 6 1 1,0 0 0 4 | 0 1 1 4 | 0 0 2 3 | 0 0 2 3,0 0 0 0 | 5 0 2 0 | 5 5 2 0 | 6 6 1 1,19747.82775
1629/11929,2I90/2I/2I/2I/0/0,0/2I90/2I90/0/3L/2I,6283008,14536,60,0 0 3 0 | 4 0 3 0 | 4 2 1 1 | 0 2 0 0,5 3 3 0 | 5 5 0 0 | 6 2 2 0 | 6 0 0 0,0 3 0 0 | 0 3 2 0 | 4 0 2 0 | 4 1 1 0,3 3 0 0 | 0 6 2 2 | 0 6 5 0 | 0 0 5 5,19562.844375
1630/11929,2I90/2I/2I/2I/0/0,2I90/3L/0/0/2I90/2I,6283008,13763,51,0 0 3 0 | 0 0 3 2 | 1 1 4 2 | 0 0 4 0,0 5 5 0 | 6 1 1 0 | 6 2 0 0 | 0 2 2 0,0 0 0 0 | 3 0 2 4 | 3 0 2 4 | 0 1 1 0,0 0 6 0 | 5 5 6 0 | 2 0 1 1 | 2 2 0 0,20777.204208
1631/11930,2I90/2I/2I/2I/0/0,3L/2I90/0/0/2I90/2I,6283008,13428,51,0 0 1 1 | 0 0 3 4 | 0 2 3 4 | 0 2 0 0,5 5 1 0 | 0 6 1 1 | 0 6 0 0 | 2 2 0 0,1 1 0 2 | 0 0 4 2 | 0 3 4 0 | 0 3 0 0,1 0 0 0 | 1 1 2 2 | 0 5 5 6 | 0 0 0 6,20235.071333
1630/11930,2I90/2I/2I/2I/0/0,0/3L/2I90/0/2I90/2I,6283008,12435,65,0 1 1 0 | 0 3 4 2 | 0 3 4 2 | 0 0 0 0,6 5 5 0 | 6 0 2 0 | 3 3 2 2 | 0 0 0 0,0 0 3 4 | 0 0 3 4 | 0 2 1 1 | 0 2 0 0,6 0 0 0 | 6 3 3 0 | 2 0 5 5 | 2 2 0 0,19952.6745
1630/11930,2I90/2I/2I/2I/0/0,2I90/2I90/0/0/3L/2I,6283008,15676,55,0 1 1 0 | 0 2 0 3 | 0 2 4 3 | 0 0 4 0,2 2 0 0 | 6 0 0 0 | 6 5 1 1 | 0 5 5 0,0 1 1 0 | 0 2 0 4 | 0 2 3 4 | 0 0 3 0,2 2 0 0 | 6 0 0 0 | 6 5 1 1 | 0 5 5 0,20450.948291
1630/11929,2I90/2I/2I/2I/0/0,3L/2I/0/0/2I90/2I90,6283008,14388,55,3 0 0 0 | 3 1 1 4 | 2 0 0 4 | 2 0 0 0,0 2 0 0 | 0 2 5 5 | 0 1 6 6 | 0 1 1 0,4 0 0 0 | 4 1 1 3 | 2 0 0 3 | 2 0 0 0,0 2 0 0 | 0 2 6 6 | 0 1 5 5 | 0 1 1 0,20943.710375
1631/11930,2I90/2I/2I/2I/0/0,0/2I90/2I/0/3I90/2I90,6811776,15588,55,4 3 0 0 | 4 3 1 1 | 0 0 2 0 | 0 0 2 0,3 0 0 0 | 3 0 0 0 | 6 6 2 2 | 5 5 5 0,1 1 3 0 | 4 0 3 0 | 4 0 2 0 | 0 0 2 0,0 3 0 0 | 0 3 0 0 | 6 6 2 2 | 0 5 5 5,22156.586791
1635/11930,2I90/2I/2I/2I/0/0,0/3L180/3L/0/2I/2I,3125952,13706,57,0 2 0 0 | 0 2 3 0 | 4 0 3 0 | 4 1 1 0,5 2 2 0 | 5 3 2 0 | 6 3 3 0 | 6 0 0 0,0 1 1 4 | 0 2 0 4 | 0 2 3 0 | 0 0 3 0,0 0 0 6 | 0 2 2 6 | 0 3 2 5 | 0 3 3 5,9527.715416
1635/11930,2I90/2I/2I/2I/0/0,0/3L180/2I/0/3L/2I,3125952,14960,79,4 0 3 0 | 4 0 3 0 | 0 2 1 1 | 0 2 0 0,0 3 0 0 | 0 3 0 6 | 5 2 2 6 | 5 5 2 0,0 4 0 3 | 0 4 0 3 | 2 1 1 0 | 2 0 0 0,0 6 3 0 | 0 6 3 0 | 2 2 5 0 | 0 2 5 5,9376.349291
1637/11929,2I90/2I/2I/2I/0/0,3L/3L/0/0/2I/2I,2348352,15518,62,4 0 0 2 | 4 0 0 2 | 3 1 1 0 | 3 0 0 0,6 0 0 0 | 6 0 2 0 | 5 1 2 2 | 5 1 1 0,3 0 0 2 | 3 0 0 2 | 4 1 1 0 | 4 0 0 0,5 0 0 0 | 5 0 2 0 | 6 1 2 2 | 6 1 1 0,6734.097625
1636/11930,2I90/2I/2I/2I/0/0,0/3L90/3L/0/2I/2I,2348352,15108,51,0 3 0 0 | 0 3 2 0 | 4 0 2 0 | 4 1 1 0,3 0 0 6 | 3 3 2 6 | 0 2 2 5 | 0 0 0 5,0 3 0 0 | 0 3 2 0 | 4 0 2 0 | 4 1 1 0,3 0 0 5 | 3 3 2 5 | 0 2 2 6 | 0 0 0 6,6207.405125
